segment_id,road_name,artery,highway,length_m,oneway,avg_congestion,avg_speed_kmh,avg_vehicles,mid_lat,mid_lon,congestion_band,band_colour
281641897_281639216,Mayor Urimbo Terrace,Other,residential,90.97189396583596,1,0.2916,43.9,29.0,-17.826577,31.054668,Free flow,#1D9E75
281642162_281642260,George Silundika Drive,Other,residential,76.85282136912551,0,0.2608,45.6,27.0,-17.84422,31.041069,Free flow,#1D9E75
281642162_282780137,Mayor Urimbo Terrace,Other,residential,102.76350449492593,1,0.3011,43.38,31.0,-17.835448,31.062904,Moderate,#BA7517
281642171_281642162,Mayor Urimbo Terrace,Other,residential,94.95134021121818,1,0.3022,43.32,31.0,-17.824215,31.054544,Moderate,#BA7517
281642171_281642192,Nelson Mandela Avenue,Other,tertiary,77.48258614852026,1,0.2583,45.74,27.0,-17.841604,31.05443,Free flow,#1D9E75
281642192_281617749,Nelson Mandela Avenue,Other,tertiary,329.4624139738274,1,0.2793,44.58,29.0,-17.828465,31.052445,Free flow,#1D9E75
281642192_281640752,Sir Seretse Khama Street,Other,residential,127.93278143014535,1,0.3099,42.89,32.0,-17.842472,31.04758,Moderate,#BA7517
281642237_281636699,Samora Machel Avenue,Samora Machel Ave,trunk,130.31939521012677,1,0.3973,38.09,61.0,-17.826998,31.054616,Moderate,#BA7517
281642237_281642428,First Street,First Street,residential,125.68289506910824,0,0.3601,40.13,48.0,-17.831259,31.057082,Moderate,#BA7517
281642237_282780042,First Street,First Street,residential,18.28954231096112,0,0.3478,40.81,47.0,-17.844667,31.035821,Moderate,#BA7517
281642260_11372729013,George Silundika Drive,Other,residential,114.75863982828128,0,0.26,45.65,26.0,-17.82107,31.047379,Free flow,#1D9E75
281642260_281642162,George Silundika Drive,Other,residential,76.85282136912551,0,0.2816,44.46,30.0,-17.837192,31.050094,Free flow,#1D9E75
281642260_281642192,Sir Seretse Khama Street,Other,residential,95.0223371249064,1,0.2864,44.19,30.0,-17.837835,31.054983,Free flow,#1D9E75
281642428_281642237,First Street,First Street,residential,125.68289506910824,0,0.3666,39.77,48.0,-17.829254,31.063948,Moderate,#BA7517
281642428_282780107,Kwame Nkrumah Avenue,Kwame Nkrumah Ave,residential,178.59270483342422,0,0.3686,39.66,51.0,-17.821207,31.04515,Moderate,#BA7517
281642453_281586487,Kenneth Kaunda Avenue,Other,secondary,137.32443586506707,0,0.2716,45.01,28.0,-17.83958,31.047769,Free flow,#1D9E75
281642453_281639063,Kenneth Kaunda Avenue,Other,secondary,193.40960183994756,0,0.3133,42.71,32.0,-17.830433,31.047629,Moderate,#BA7517
281642453_282775184,Kavalamanja Battle Street,Other,residential,91.086664781544,1,0.2765,44.74,28.0,-17.827317,31.044865,Free flow,#1D9E75
281642490_281639261,Robson Manyika Avenue,Other,secondary,196.5041387269704,1,0.2843,44.31,28.0,-17.825074,31.049211,Free flow,#1D9E75
281642490_281642607,Kavalamanja Battle Street,Other,residential,93.88068049766592,1,0.2569,45.82,26.0,-17.829459,31.059906,Free flow,#1D9E75
281642607_281638584,Robert Mugabe Road,Robert Mugabe Rd,secondary,138.4834485272963,1,0.3691,39.64,52.0,-17.834072,31.042451,Moderate,#BA7517
281642842_281624937,Fifth Street,Other,residential,113.0191161793324,0,0.2759,44.77,28.0,-17.837982,31.056625,Free flow,#1D9E75
281642842_282546178,Robson Manyika Avenue,Other,secondary,235.6216476483825,1,0.2739,44.88,28.0,-17.830226,31.036252,Free flow,#1D9E75
281642879_281643047,Market Street,Other,residential,106.4001997075071,0,0.2642,45.42,27.0,-17.840058,31.047163,Free flow,#1D9E75
281642912_281627642,Market Street,Other,residential,88.70155157064012,0,0.2721,44.98,28.0,-17.855754,31.049381,Free flow,#1D9E75
281642912_281643047,Market Street,Other,residential,379.3196862174183,0,0.2809,44.49,29.0,-17.827251,31.068554,Free flow,#1D9E75
281642912_281643170,Market Street,Other,residential,288.4232013635417,0,0.2925,43.86,30.0,-17.823284,31.049904,Free flow,#1D9E75
281643047_281642879,Market Street,Other,residential,106.40019970750711,0,0.2888,44.06,31.0,-17.851014,31.031475,Free flow,#1D9E75
281643047_281642912,Market Street,Other,residential,379.3196862174183,0,0.2591,45.7,27.0,-17.839528,31.033411,Free flow,#1D9E75
281643047_281810776,,Other,unclassified,84.2139079168472,0,0.3012,43.37,31.0,-17.825701,31.052858,Moderate,#BA7517
281643170_281642912,Market Street,Other,residential,288.4232013635417,0,0.2749,44.83,29.0,-17.813492,31.058404,Free flow,#1D9E75
281643286_275408449,Bodle Avenue,Other,residential,401.5321852000664,0,0.2907,43.95,30.0,-17.83078,31.056124,Free flow,#1D9E75
281643286_281627576,Bodle Avenue,Other,residential,34.700553842759746,0,0.2862,44.2,30.0,-17.837136,31.054135,Free flow,#1D9E75
281643286_281643407,Carruthers Avenue,Other,residential,123.01919381197705,0,0.2922,43.87,29.0,-17.832509,31.063651,Free flow,#1D9E75
281643286_282833188,Carruthers Avenue,Other,residential,439.27227112607954,0,0.3025,43.3,30.0,-17.819287,31.047371,Moderate,#BA7517
281643318_281639891,Carruthers Avenue,Other,residential,110.74836572378824,0,0.2923,43.86,30.0,-17.83644,31.061093,Free flow,#1D9E75
281643318_281643407,Carruthers Avenue,Other,residential,117.47018255984548,0,0.2906,43.96,30.0,-17.837741,31.03692,Free flow,#1D9E75
281643318_283426698,Walter Hill Avenue,Other,residential,201.7570492450065,0,0.2709,45.05,28.0,-17.835055,31.043876,Free flow,#1D9E75
281643407_281643286,Carruthers Avenue,Other,residential,123.01919381197705,0,0.2943,43.75,31.0,-17.839049,31.035246,Free flow,#1D9E75
281643407_281643318,Carruthers Avenue,Other,residential,117.47018255984548,0,0.3002,43.43,30.0,-17.829916,31.049903,Moderate,#BA7517
281643407_283427108,Frank Johnson Avenue,Other,residential,303.2886823273401,0,0.2805,44.51,29.0,-17.817166,31.05209,Free flow,#1D9E75
281643527_281643636,Samora Machel Avenue,Samora Machel Ave,trunk,27.735001386912906,1,0.4519,35.08,70.0,-17.828215,31.053624,Moderate,#BA7517
281643527_282780038,Julius Nyerere Way,Julius Nyerere Way,primary,19.877868817508105,1,0.387,38.65,58.0,-17.833099,31.053124,Moderate,#BA7517
281643635_281643527,Julius Nyerere Way,Julius Nyerere Way,primary,31.898441776018338,1,0.416,37.06,62.0,-17.833434,31.043659,Moderate,#BA7517
281643635_281643636,,Other,trunk_link,31.711503028527435,1,0.2611,45.59,27.0,-17.844226,31.050713,Free flow,#1D9E75
281643636_282779969,Samora Machel Avenue,Samora Machel Ave,trunk,222.1542557992549,1,0.4075,37.52,64.0,-17.823461,31.038208,Moderate,#BA7517
281643649_281617042,Julius Nyerere Way,Julius Nyerere Way,primary,48.6926038195041,1,0.3802,39.03,57.0,-17.831618,31.065573,Moderate,#BA7517
281643666_11308999649,Jason Moyo Avenue,Other,tertiary,162.08847217986116,1,0.2771,44.71,28.0,-17.832489,31.049628,Free flow,#1D9E75
281643666_281643668,Patrice Lumumba Street,Other,residential,197.8346115359779,1,0.2766,44.73,28.0,-17.803853,31.047856,Free flow,#1D9E75
281643668_281617927,Nelson Mandela Avenue,Other,tertiary,14.177641768137306,1,0.3003,43.42,31.0,-17.828421,31.067732,Moderate,#BA7517
281643669_281638695,Robert Mugabe Road,Robert Mugabe Rd,secondary,177.76239131821552,1,0.3808,38.99,55.0,-17.837338,31.040649,Moderate,#BA7517
281643670_281643669,Robert Mugabe Road,Robert Mugabe Rd,secondary,15.392714495490091,1,0.4163,37.04,61.0,-17.834576,31.041765,Moderate,#BA7517
281643670_6146785721,Patrice Lumumba Street,Other,residential,94.95180039978804,1,0.2839,44.33,29.0,-17.821209,31.042046,Free flow,#1D9E75
281643671_281637977,Julius Nyerere Way,Julius Nyerere Way,primary,208.82530163517103,1,0.4186,36.91,63.0,-17.829995,31.051883,Moderate,#BA7517
281643671_282780110,Robert Mugabe Road,Robert Mugabe Rd,secondary,19.642100495040054,1,0.3639,39.92,53.0,-17.843165,31.056661,Moderate,#BA7517
2817102222_10687747358,Arcadia Square,Other,residential,64.8323647899137,0,0.284,44.32,30.0,-17.823154,31.059608,Free flow,#1D9E75
2817102222_312559605,Arcadia Square,Other,residential,56.78457738761652,0,0.2606,45.62,27.0,-17.836628,31.077136,Free flow,#1D9E75
281793557_275594613,Bishop Gaul Avenue,Other,secondary,260.9411560846752,0,0.2768,44.72,28.0,-17.815056,31.031014,Free flow,#1D9E75
281793557_302597953,Bishop Gaul Avenue,Other,secondary,52.16794530942301,0,0.302,43.33,31.0,-17.821789,31.058356,Moderate,#BA7517
281793573_279219288,Bishop Gaul Avenue,Other,secondary,42.72809749880641,0,0.2815,44.46,29.0,-17.834754,31.047203,Free flow,#1D9E75
281793573_302597953,Bishop Gaul Avenue,Other,secondary,101.05500514417862,0,0.2685,45.18,27.0,-17.820083,31.046923,Free flow,#1D9E75
281809596_3801922349,Nelson Mandela Avenue,Other,primary_link,57.69385637520585,1,0.2725,44.96,28.0,-17.830381,31.046604,Free flow,#1D9E75
281809596_3801922783,ED Mnangagwa Road,Other,primary,40.48000513797123,1,0.2719,44.99,28.0,-17.823718,31.043839,Free flow,#1D9E75
281809745_281639619,ED Mnangagwa Road,Other,primary,102.30753172623594,1,0.2834,44.36,29.0,-17.826842,31.068647,Free flow,#1D9E75
281810234_282945240,ED Mnangagwa Road,Other,primary,142.33135885354477,1,0.2964,43.64,30.0,-17.838141,31.06059,Free flow,#1D9E75
281810234_283428380,Londonderry Avenue,Other,residential,8.801396545700527,0,0.2746,44.84,28.0,-17.83642,31.052754,Free flow,#1D9E75
281810776_281638443,,Other,unclassified,34.8769973177488,0,0.2845,44.3,29.0,-17.822214,31.065456,Free flow,#1D9E75
281810776_281643047,,Other,unclassified,84.2139079168472,0,0.288,44.1,29.0,-17.833799,31.038063,Free flow,#1D9E75
281810776_281810923,Robson Manyika Avenue,Other,secondary,98.97852032058552,1,0.2833,44.36,29.0,-17.834383,31.039803,Free flow,#1D9E75
281810923_281642842,Robson Manyika Avenue,Other,secondary,199.55321407408573,1,0.2796,44.56,29.0,-17.839064,31.031698,Free flow,#1D9E75
281816413_277315631,Canterbury Road,Other,residential,136.91712276413548,0,0.2816,44.46,29.0,-17.827361,31.045842,Free flow,#1D9E75
281816413_277991968,Canterbury Road,Other,residential,16.099932743697273,0,0.2933,43.81,30.0,-17.81345,31.054079,Free flow,#1D9E75
281816413_279539607,Stidolph Road,Other,residential,314.82518814149034,0,0.2965,43.63,30.0,-17.840018,31.053516,Free flow,#1D9E75
281816444_279201601,Canterbury Road,Other,residential,28.89434592288036,0,0.3058,43.12,30.0,-17.830751,31.053961,Moderate,#BA7517
281816444_279529739,Vale Close,Other,residential,227.30095390749744,0,0.2906,43.96,29.0,-17.81897,31.039034,Free flow,#1D9E75
281816444_282034656,Canterbury Road,Other,residential,135.67505036479355,0,0.2923,43.87,30.0,-17.831633,31.060215,Free flow,#1D9E75
282034656_279529739,McLoughin Road,Other,residential,318.7192516863673,0,0.267,45.26,27.0,-17.827117,31.054825,Free flow,#1D9E75
282034656_281816444,Canterbury Road,Other,residential,135.67505036479355,0,0.2793,44.58,30.0,-17.839975,31.059545,Free flow,#1D9E75
282034656_282034765,Ellis Way,Other,residential,20.842843019468987,0,0.2647,45.39,27.0,-17.827321,31.034426,Free flow,#1D9E75
282034740_277991345,Prince Edward Street,Other,secondary,129.7964883706186,0,0.2859,44.22,29.0,-17.832545,31.055512,Free flow,#1D9E75
282034740_282034762,Prince Edward Street,Other,secondary,61.0133236159684,0,0.2874,44.14,30.0,-17.82259,31.04117,Free flow,#1D9E75
282034740_282034765,Ellis Way,Other,residential,120.13636076020612,0,0.2953,43.7,30.0,-17.820878,31.048732,Free flow,#1D9E75
282034762_275592922,Mold Crescent,Other,residential,360.3597577491811,0,0.3039,43.22,31.0,-17.808976,31.057644,Moderate,#BA7517
282034762_279217069,Prince Edward Street,Other,secondary,91.89026926464004,0,0.2961,43.66,30.0,-17.826037,31.053404,Free flow,#1D9E75
282034762_282034740,Prince Edward Street,Other,secondary,61.0133236159684,0,0.2836,44.35,29.0,-17.828191,31.044387,Free flow,#1D9E75
282034765_279219175,McLoughin Road,Other,residential,180.5547768358278,0,0.2955,43.69,30.0,-17.829307,31.052592,Free flow,#1D9E75
282034765_282034656,Ellis Way,Other,residential,20.842843019468987,0,0.2937,43.78,30.0,-17.833955,31.037882,Free flow,#1D9E75
282034765_282034740,Ellis Way,Other,residential,120.13636076020614,0,0.2882,44.09,30.0,-17.828084,31.063536,Free flow,#1D9E75
282037577_282037578,Bishop Gaul Avenue,Other,secondary,104.08694017271652,1,0.2729,44.94,27.0,-17.833464,31.050569,Free flow,#1D9E75
282037577_311379541,Bishop Gaul Avenue,Other,secondary,101.12769170470403,0,0.3176,42.47,32.0,-17.829527,31.063233,Moderate,#BA7517
282037578_282780332,Bishop Gaul Avenue,Other,secondary,85.66505469123425,1,0.2932,43.82,30.0,-17.819773,31.047496,Free flow,#1D9E75
282037578_3520084714,,Other,secondary_link,114.58967033314003,1,0.2765,44.74,28.0,-17.839501,31.047524,Free flow,#1D9E75
282037591_311749209,Bishop Gaul Avenue,Other,secondary,498.0967708589223,0,0.2642,45.42,28.0,-17.821281,31.045222,Free flow,#1D9E75
282037591_6034369946,Bishop Gaul Avenue,Other,secondary,145.10613164484673,1,0.3147,42.63,31.0,-17.819777,31.060914,Moderate,#BA7517
282037805_311749209,Bishop Gaul Avenue,Other,secondary,248.7044002393058,0,0.2917,43.9,29.0,-17.831959,31.045746,Free flow,#1D9E75
282037805_6178061163,Bishop Gaul Avenue,Other,secondary,8.394976206888906,0,0.2672,45.25,27.0,-17.848968,31.058699,Free flow,#1D9E75
282037805_6179981451,,Other,trunk_link,42.1562832063108,1,0.3057,43.13,31.0,-17.836116,31.048874,Moderate,#BA7517
282037806_6178061163,Bishop Gaul Avenue,Other,secondary,23.983113156492934,0,0.2919,43.89,30.0,-17.819948,31.03363,Free flow,#1D9E75
282037806_6179981451,Abdel Gamal Nasser Road,Other,trunk,32.56475349223056,1,0.3034,43.25,31.0,-17.831151,31.047077,Moderate,#BA7517
282037806_6285581421,Bishop Gaul Avenue,Other,secondary,9.272810632333588,0,0.259,45.7,27.0,-17.839439,31.041253,Free flow,#1D9E75
282041001_277992288,Cripps Road,Other,primary,153.3533410948725,0,0.2832,44.37,28.0,-17.835242,31.052857,Free flow,#1D9E75
282041001_312238552,Kelvin Road,Other,unclassified,128.94936909780708,0,0.2664,45.29,27.0,-17.823821,31.041145,Free flow,#1D9E75
282041001_6146789248,Cripps Road,Other,primary,181.30281121244792,0,0.281,44.49,29.0,-17.826316,31.06139,Free flow,#1D9E75
282041080_275393421,,Other,residential,21.13548582338377,0,0.2959,43.67,30.0,-17.832985,31.051661,Free flow,#1D9E75
282073471_281622054,Fidel Castro Road,Other,secondary,41.34656812656593,1,0.2931,43.82,31.0,-17.834071,31.050834,Free flow,#1D9E75
282073471_6179981449,,Other,trunk_link,21.043593871798173,1,0.2879,44.11,30.0,-17.834282,31.058807,Free flow,#1D9E75
282546178_281587338,Fourth Street,Other,secondary,70.77609326435068,1,0.2872,44.15,29.0,-17.838787,31.061753,Free flow,#1D9E75
282546178_281590333,Robson Manyika Avenue,Other,secondary,14.2940516098529,1,0.2708,45.05,28.0,-17.817245,31.05234,Free flow,#1D9E75
282546190_281624937,Robert Mugabe Road,Robert Mugabe Rd,secondary,159.17407692044202,1,0.3516,40.6,51.0,-17.833693,31.045155,Moderate,#BA7517
282546190_282546178,Fourth Street,Other,secondary,92.07216178745556,1,0.2756,44.79,28.0,-17.820625,31.035563,Free flow,#1D9E75
2826502183_312374584,Shashi Road,Other,residential,73.00974420779605,0,0.2682,45.2,28.0,-17.818044,31.04597,Free flow,#1D9E75
2826502185_312374151,Dhela Way,Other,residential,20.56748492646217,0,0.2626,45.5,27.0,-17.822483,31.046628,Free flow,#1D9E75
282772455_282779858,,Other,secondary,22.72722521910523,1,0.278,44.65,28.0,-17.834621,31.053557,Free flow,#1D9E75
282772455_282779878,,Other,secondary_link,34.62530612805364,1,0.279,44.6,30.0,-17.82753,31.049231,Free flow,#1D9E75
282774240_281616549,Leopold Takawira Street,Other,secondary,387.6410825133376,1,0.2733,44.91,27.0,-17.831162,31.059113,Free flow,#1D9E75
282774240_6292466668,Leopold Takawira Street,Other,secondary,47.41738968873783,0,0.2893,44.03,30.0,-17.838628,31.046669,Free flow,#1D9E75
282774295_281616549,Jomo Kenyatta Lane,Other,residential,17.542692761672637,0,0.2681,45.2,27.0,-17.828204,31.051987,Free flow,#1D9E75
282774295_282774240,Leopold Takawira Street,Other,secondary,387.7718130014467,1,0.2801,44.54,29.0,-17.840965,31.063859,Free flow,#1D9E75
282774295_282780136,Jomo Kenyatta Lane,Other,residential,118.0664990094616,0,0.3009,43.39,30.0,-17.820876,31.055802,Moderate,#BA7517
282774299_281615444,Samora Machel Avenue,Samora Machel Ave,trunk,16.017438362267704,1,0.3944,38.24,61.0,-17.834901,31.051958,Moderate,#BA7517
282774299_282774295,Leopold Takawira Street,Other,secondary,66.72652635248988,1,0.2823,44.41,29.0,-17.829249,31.046774,Free flow,#1D9E75
282774641_1498566698,Agostinho Neto Avenue,Other,residential,17.964586896223455,1,0.2977,43.56,30.0,-17.828552,31.046475,Free flow,#1D9E75
282774641_282780081,Agostinho Neto Avenue,Other,residential,166.17828623013918,0,0.2815,44.46,28.0,-17.833155,31.044395,Free flow,#1D9E75
282774700_281639396,Robson Manyika Avenue,Other,secondary,77.22511878333606,1,0.2898,44.0,30.0,-17.825977,31.047357,Free flow,#1D9E75
282774700_282775208,Zidube Ranch Battle Street,Other,residential,95.8737451867646,1,0.2774,44.69,28.0,-17.834988,31.059761,Free flow,#1D9E75
282775184_281642490,Kavalamanja Battle Street,Other,residential,95.39193418664864,1,0.3034,43.25,31.0,-17.823561,31.05041,Moderate,#BA7517
282775184_282780133,Guy Clutton-Brock Avenue,Other,residential,192.2401097563184,0,0.2883,44.08,29.0,-17.842382,31.03962,Free flow,#1D9E75
282775184_282780148,Guy Clutton-Brock Avenue,Other,residential,138.3965575708634,0,0.2858,44.23,29.0,-17.829884,31.069447,Free flow,#1D9E75
282775208_281586442,Zidube Ranch Battle Street,Other,residential,92.52486264230905,1,0.2782,44.65,28.0,-17.814499,31.055593,Free flow,#1D9E75
282775208_282780148,Guy Clutton-Brock Avenue,Other,residential,78.07796807443953,0,0.2875,44.13,28.0,-17.839448,31.039074,Free flow,#1D9E75
282775342_281615587,Bank Street,Other,secondary,28.959118966600577,1,0.2861,44.21,28.0,-17.83671,31.048306,Free flow,#1D9E75
282775342_281617019,Harare street,Other,residential,203.5339403541488,0,0.281,44.49,28.0,-17.826595,31.053593,Free flow,#1D9E75
282775342_281618829,Bank Street,Other,residential,92.05067048965996,0,0.2747,44.84,29.0,-17.829433,31.068839,Free flow,#1D9E75
282779540_282779551,Leonid Brezhnev Street,Other,residential,208.2389895780865,0,0.2675,45.24,27.0,-17.827981,31.041932,Free flow,#1D9E75
282779540_282779744,Eighth Street,Other,residential,159.92932233476898,0,0.2543,45.96,27.0,-17.826805,31.061869,Free flow,#1D9E75
282779540_6162569923,Eighth Street,Other,residential,65.15977587980753,0,0.2745,44.85,28.0,-17.825569,31.06592,Free flow,#1D9E75
282779551_10993682393,Ninth Street,Other,residential,75.99401487241184,0,0.2913,43.92,30.0,-17.821537,31.046519,Free flow,#1D9E75
282779551_281617059,Ninth Street,Other,residential,127.81418246569844,0,0.2963,43.65,30.0,-17.827478,31.049878,Free flow,#1D9E75
282779551_282779540,Leonid Brezhnev Street,Other,residential,208.2389895780865,0,0.2972,43.6,31.0,-17.833005,31.042619,Free flow,#1D9E75
282779551_282779562,Leonid Brezhnev Street,Other,residential,129.00684409075967,0,0.2737,44.89,28.0,-17.825248,31.050586,Free flow,#1D9E75
282779562_282779551,Leonid Brezhnev Street,Other,residential,129.00684409075967,0,0.2956,43.68,31.0,-17.81483,31.052182,Free flow,#1D9E75
282779562_282779572,Leonid Brezhnev Street,Other,residential,584.149092444863,0,0.3082,42.99,31.0,-17.832083,31.058843,Moderate,#BA7517
282779562_282779756,Tenth Street,Other,residential,162.6509826927048,0,0.2806,44.51,29.0,-17.839229,31.062961,Free flow,#1D9E75
282779572_282779562,Leonid Brezhnev Street,Other,residential,584.1490924448628,0,0.2941,43.77,30.0,-17.82156,31.045376,Free flow,#1D9E75
282779572_282779573,Pauling Drive,Other,unclassified,26.24545137072991,0,0.2586,45.72,27.0,-17.831979,31.033713,Free flow,#1D9E75
282779572_282779578,Pauling Drive,Other,unclassified,170.61156425081316,0,0.2515,46.12,26.0,-17.849399,31.052329,Free flow,#1D9E75
282779573_277314699,ED Mnangagwa Road,Other,trunk,242.8390660914855,0,0.2816,44.46,29.0,-17.823764,31.05534,Free flow,#1D9E75
282779573_281625021,ED Mnangagwa Road,Other,trunk,334.4243576657749,0,0.3036,43.24,31.0,-17.835501,31.054918,Moderate,#BA7517
282779573_282779572,Pauling Drive,Other,unclassified,26.24545137072991,0,0.2818,44.45,28.0,-17.831725,31.049407,Free flow,#1D9E75
282779578_282779572,Pauling Drive,Other,unclassified,170.61156425081316,0,0.2996,43.46,31.0,-17.828139,31.053726,Free flow,#1D9E75
282779578_282779580,Pauling Drive,Other,unclassified,338.21530084378526,0,0.2922,43.87,30.0,-17.82934,31.067029,Free flow,#1D9E75
282779578_317139539,,Other,unclassified,238.81438519519835,0,0.3049,43.17,31.0,-17.824935,31.056184,Moderate,#BA7517
282779580_282779578,Pauling Drive,Other,unclassified,338.21530084378526,0,0.2881,44.1,29.0,-17.834653,31.048961,Free flow,#1D9E75
282779580_282779587,Pauling Drive,Other,unclassified,569.6228471058657,0,0.2732,44.92,27.0,-17.826602,31.047748,Free flow,#1D9E75
282779580_317139534,,Other,unclassified,220.1456810478556,0,0.2852,44.26,29.0,-17.83316,31.050908,Free flow,#1D9E75
282779580_317139671,,Other,residential,496.15780200860274,0,0.283,44.38,29.0,-17.824686,31.06819,Free flow,#1D9E75
282779587_282779580,Pauling Drive,Other,unclassified,569.6228471058657,0,0.2953,43.7,30.0,-17.825733,31.050779,Free flow,#1D9E75
282779587_317146090,,Other,unclassified,51.63265114824747,0,0.2884,44.08,30.0,-17.838897,31.052343,Free flow,#1D9E75
282779587_6167265889,Pauling Drive,Other,unclassified,56.1113186722672,0,0.2719,44.99,29.0,-17.821739,31.047919,Free flow,#1D9E75
282779716_277313968,Borrowdale Road,Other,secondary,63.5940655627234,1,0.2773,44.69,29.0,-17.835506,31.063045,Free flow,#1D9E75
282779716_282779731,Pauling Drive,Other,unclassified,10.6029595350482,0,0.2819,44.44,29.0,-17.824098,31.07128,Free flow,#1D9E75
282779716_6167265889,Pauling Drive,Other,unclassified,259.2156726180704,0,0.2589,45.71,26.0,-17.827839,31.056843,Free flow,#1D9E75
282779731_282779716,Pauling Drive,Other,unclassified,10.6029595350482,0,0.2768,44.72,28.0,-17.815354,31.053324,Free flow,#1D9E75
282779740_10993682393,Ninth Street,Other,residential,83.91770047381956,0,0.2842,44.31,30.0,-17.832854,31.052884,Free flow,#1D9E75
282779740_282779741,Ninth Street,Other,residential,164.06092161419457,0,0.279,44.6,28.0,-17.833922,31.029724,Free flow,#1D9E75
282779740_282779744,Herbert Ushewokunze Avenue,Other,residential,207.1134243839541,0,0.2857,44.23,29.0,-17.831122,31.059661,Free flow,#1D9E75
282779740_282779756,Herbert Ushewokunze Avenue,Other,residential,131.34647664385588,0,0.2891,44.04,30.0,-17.83353,31.053816,Free flow,#1D9E75
282779741_277993682,Josiah Chinamano Avenue,Other,residential,210.4020878301844,0,0.2778,44.67,29.0,-17.824167,31.05663,Free flow,#1D9E75
282779741_282779740,Ninth Street,Other,residential,164.06092161419457,0,0.3055,43.14,31.0,-17.844677,31.045727,Moderate,#BA7517
282779741_282779746,Ninth Street,Other,residential,195.5807628638797,0,0.3016,43.35,31.0,-17.839901,31.048855,Moderate,#BA7517
282779741_282779755,Josiah Chinamano Avenue,Other,residential,136.68465844995168,0,0.256,45.87,25.0,-17.840021,31.048601,Free flow,#1D9E75
282779744_277993682,Eighth Street,Other,residential,160.99552384087332,0,0.2798,44.55,28.0,-17.82289,31.062305,Free flow,#1D9E75
282779744_282779540,Eighth Street,Other,residential,159.92932233476898,0,0.2849,44.27,28.0,-17.816437,31.048909,Free flow,#1D9E75
282779744_282779740,Herbert Ushewokunze Avenue,Other,residential,207.11342438395417,0,0.2418,46.65,25.0,-17.831844,31.072455,Free flow,#1D9E75
282779746_282779741,Ninth Street,Other,residential,195.5807628638797,0,0.3055,43.13,31.0,-17.83239,31.056654,Moderate,#BA7517
282779746_282779759,Josiah Tongogara Avenue,Other,residential,209.80529086978368,0,0.2881,44.1,29.0,-17.830362,31.040329,Free flow,#1D9E75
282779746_317139571,Josiah Tongogara Avenue,Other,residential,162.97894562169074,0,0.2981,43.55,30.0,-17.821095,31.051303,Free flow,#1D9E75
282779755_10993682388,Tenth Street,Other,residential,83.00941070101169,0,0.268,45.21,27.0,-17.838829,31.046298,Free flow,#1D9E75
282779755_282779741,Josiah Chinamano Avenue,Other,residential,136.68465844995168,0,0.2728,44.94,28.0,-17.828934,31.031541,Free flow,#1D9E75
282779755_317139577,,Other,unclassified,40.79063459373715,0,0.2727,44.95,28.0,-17.822679,31.067833,Free flow,#1D9E75
282779756_10993682388,Tenth Street,Other,residential,76.29727262809031,0,0.2886,44.07,29.0,-17.826703,31.059259,Free flow,#1D9E75
282779756_282779562,Tenth Street,Other,residential,162.6509826927048,0,0.2745,44.85,28.0,-17.829348,31.057633,Free flow,#1D9E75
282779756_282779740,Herbert Ushewokunze Avenue,Other,residential,131.34647664385588,0,0.2881,44.1,29.0,-17.82246,31.054115,Free flow,#1D9E75
282779759_277993682,Eighth Street,Other,residential,196.89536996862108,0,0.3033,43.26,31.0,-17.853903,31.039312,Moderate,#BA7517
282779759_282779746,Josiah Tongogara Avenue,Other,residential,209.80529086978368,0,0.2822,44.42,29.0,-17.825203,31.047906,Free flow,#1D9E75
282779759_4016695748,Josiah Tongogara Avenue,Other,residential,171.02068359401915,0,0.2824,44.41,28.0,-17.836509,31.060585,Free flow,#1D9E75
282779837_282779859,Josiah Tongogara Avenue,Other,secondary,54.87963083231784,1,0.2804,44.52,29.0,-17.846496,31.042476,Free flow,#1D9E75
282779837_6178005582,Josiah Tongogara Avenue,Other,secondary,128.42261725170025,0,0.2959,43.67,30.0,-17.826618,31.028313,Free flow,#1D9E75
282779844_277993769,Fifth Street,Other,residential,175.85271072295478,0,0.2733,44.92,29.0,-17.819297,31.05036,Free flow,#1D9E75
282779844_6162546993,Fifth Street,Other,tertiary,17.118089610890046,1,0.2751,44.81,28.0,-17.832124,31.051176,Free flow,#1D9E75
282779847_282772455,,Other,secondary,52.69132165611147,1,0.2745,44.85,28.0,-17.822869,31.053829,Free flow,#1D9E75
282779847_6162546993,Josiah Tongogara Avenue,Other,secondary,79.829222378151,0,0.2987,43.51,30.0,-17.817271,31.059502,Free flow,#1D9E75
282779858_277315723,,Other,secondary,13.347491862862164,1,0.266,45.32,27.0,-17.819796,31.058632,Free flow,#1D9E75
282779858_282779878,Charter Road,Other,secondary,25.88058293129486,1,0.2783,44.64,29.0,-17.817036,31.055008,Free flow,#1D9E75
282779859_6162547004,Josiah Tongogara Avenue,Other,secondary,13.074296866761316,1,0.2966,43.63,30.0,-17.824658,31.063969,Free flow,#1D9E75
282779861_282779837,,Other,secondary,31.49380979940292,1,0.2887,44.06,30.0,-17.830317,31.038002,Free flow,#1D9E75
282779878_277314772,Fourth Street,Other,secondary,162.39595703331184,1,0.2951,43.71,31.0,-17.844555,31.057359,Free flow,#1D9E75
